Chatflow,Fecha,Pregunta del usuario,Respuesta del bot,clasificacion_nueva,motivo
LST La Santisima,2026-05-19,Cual es el precio por noche ??,No tengo información específica sobre el precio por noche en el hotel de La Santísima Trinidad. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al hotel para obtener la...,descartar,dato_dinamico_comercial
LST La Santisima,2026-05-19,Precio por noche en habitación suite máster ,"No tengo información específica sobre el precio por noche en la habitación suite máster. Te sugiero contactar directamente al hotel para obtener la tarifa actualizada, ya que puede variar según temporada y disponibilidad...",descartar,dato_dinamico_comercial
LST La Santisima,2026-05-20,PRECIOS DE HABITACIONES MSUITE Y SUITE CON BALCON,No tengo información específica sobre los precios de la Master Suite (MSUITE) ni de la Suite con balcón. La información puede variar según disponibilidad y actualización comercial. Te recomiendo validarlo directamente co...,descartar,dato_dinamico_comercial
LST La Santisima,2026-05-21,Costó de habitación ,No tengo información específica sobre el costo de las habitaciones del hotel en La Santísima Trinidad. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al hotel para obt...,descartar,dato_dinamico_comercial
LST La Santisima,2026-05-21,"Buen día, cuáles son los precios de sus suites?",No tengo información específica sobre los precios de las suites en La Santísima Trinidad. Los precios pueden variar según temporada y disponibilidad. Te recomiendo contactar directamente al hotel para obtener la tarifa a...,descartar,dato_dinamico_comercial
LST La Santisima,2026-05-21,"El número que me diste, tiene WhatsApp?","No tengo información confirmada sobre si el número 473 134 1086 tiene WhatsApp. Te sugiero marcar o enviar un mensaje directo para verificarlo. Si prefieres, también puedes escribir al correo hotel@lasantisimatrinidad.",descartar,captura_contacto_no_brecha
LST La Santisima,2026-05-21,Precios para eventos,"No tengo información específica sobre precios para eventos privados, ya que La Santísima Trinidad no maneja renta de espacios exclusivos para eventos. Todos los eventos o reuniones se realizan dentro del restaurante, baj...",descartar,respuesta_parcial_util
LST La Santisima,2026-05-22,Cuál es la filosofía de su empresa ,"No tengo información específica sobre la filosofía de la empresa en los documentos disponibles. Si te interesa conocer más a fondo la visión o valores que guían a La Santísima Trinidad, te sugiero contactar directamente ...",mantener_brecha,brecha_accionable
LST La Santisima,2026-05-23,Hola cuánto cuesta una noche,No tengo información sobre el precio por noche en el hotel. Te sugiero contactar directamente al hotel al 473 134 1086 o escribir a hotel@lasantisimatrinidad.com para recibir la cotización actualizada. Los precios pueden...,descartar,respuesta_parcial_util
LST La Santisima,2026-05-23,Precios,"No tengo información sobre precios de hospedaje o habitaciones en La Santísima Trinidad. Sin embargo, puedo decirte que los precios de las experiencias de cata de vinos van desde $390 MXN (solo tour) hasta $790 MXN por p...",mantener_brecha,brecha_accionable
LST La Santisima,2026-05-26,Quiero saber el precio de las habitaciones para el día miércoles 2 de junio de 2026 ,No tengo información específica sobre los precios de las habitaciones para el miércoles 2 de junio de 2026. Los precios pueden variar según disponibilidad y actualización comercial. Te recomiendo validarlo directamente c...,descartar,dato_dinamico_comercial
LST La Santisima,2026-05-27,Que precio tiene los viñedos,"No tengo información sobre el precio de los viñedos como propiedad o inversión. Si te refieres a las experiencias de cata y recorridos en la vinícola, los precios van desde $390 MXN (solo tour) hasta $790 MXN por persona...",mantener_brecha,brecha_accionable
LST La Santisima,2026-05-27,cual es el la razón social de grupo la santisima trinidad?,No tengo información confirmada sobre la razón social de Grupo La Santísima Trinidad en los documentos disponibles. Te sugiero contactar directamente al equipo comercial para obtener ese dato específico. Puedes comunicar...,descartar,dato_dinamico_comercial
LST La Santisima,2026-05-28,Precios de hospedaje,"No tengo información específica sobre los precios de hospedaje en el hotel de La Santísima Trinidad. Para consultar tarifas actualizadas y disponibilidad, te recomiendo comunicarte directamente al teléfono 473 134 1086 o...",descartar,captura_contacto_no_brecha
LST La Santisima,2026-05-29,El restaurante es PET friendly ,"No tengo información confirmada de que el restaurante sea pet friendly. Te sugiero consultarlo directamente con el área comercial para que puedan darte una respuesta actualizada. Si quieres, te puedo compartir los datos ...",descartar,offtopic_no_brecha
LST La Santisima,2026-05-31,Cuál es el precio de las habitaciones ,No tengo información específica sobre los precios de las habitaciones en La Santísima Trinidad. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al hotel al 473 134 1086...,descartar,dato_dinamico_comercial
LST La Santisima,2026-05-31,Precios,"No tengo información sobre precios de hospedaje o venta de propiedades en La Santísima Trinidad. Sin embargo, puedo compartirte algunos precios de experiencias y servicios:

- Cata completa (recorrido, cata y maridaje): ...",mantener_brecha,brecha_accionable
LST La Santisima,2026-05-31,Costo máster suite ,"No tengo información específica sobre el costo de la máster suite. Te sugiero contactar directamente al hotel para obtener la tarifa actualizada, ya que puede variar según temporada y disponibilidad. Puedes comunicarte a...",descartar,dato_dinamico_comercial
LST La Santisima,2026-06-01,Precio por metro,No tengo información confirmada sobre el precio por metro cuadrado en La Santísima Trinidad. La información puede variar según disponibilidad y actualización comercial. Te recomiendo validarlo directamente con un asesor ...,descartar,dato_dinamico_comercial
LST La Santisima,2026-06-01,Precio habitancipm máster suite una noche ,"No tengo información específica sobre el precio por noche de la Master Suite en La Santísima Trinidad. Te recomiendo contactar directamente al hotel para obtener la tarifa actualizada, ya que puede variar según la tempor...",descartar,dato_dinamico_comercial
LST La Santisima,2026-06-02,Precio Suite con balcón 2 noches,No tengo información específica sobre el precio de la Suite con balcón para 2 noches. Los precios pueden variar según disponibilidad y actualización comercial. Te recomiendo validarlo directamente con un asesor del hotel...,descartar,dato_dinamico_comercial
LST La Santisima,2026-06-02,Tarifa de la suite con balcón ,No tengo información específica sobre la tarifa de la suite con balcón. Te sugiero contactar directamente al hotel para obtener el precio actualizado y la disponibilidad. Puedes comunicarte al 473 134 1086 o escribir a h...,descartar,respuesta_parcial_util
LST La Santisima,2026-06-02,Precio de las habitaciones ,No tengo información específica sobre los precios de las habitaciones del hotel. La tarifa puede variar según la temporada y disponibilidad. Te recomiendo contactar directamente al hotel para obtener la cotización más ac...,descartar,dato_dinamico_comercial
LST La Santisima,2026-06-02,hola qué costo tiene el hospedaje ,No tengo información específica sobre el costo del hospedaje en La Santísima Trinidad. Los precios pueden variar según la temporada y la disponibilidad. Te recomiendo contactar directamente al hotel para obtener una coti...,descartar,dato_dinamico_comercial
LST La Santisima,2026-06-02,"buen día, podría indicarme el costo de la master suite por noche?, gracias","No tengo información específica sobre el costo por noche de la Master Suite. Te sugiero contactar directamente al hotel para obtener la tarifa actualizada, ya que puede variar según la temporada y disponibilidad. Puedes ...",descartar,dato_dinamico_comercial
LST La Santisima,2026-06-02,precios,"No tengo información sobre precios de hospedaje o habitaciones. Sin embargo, puedo compartirte los precios de algunas experiencias y servicios:

- Cata completa (recorrido, cata y maridaje): $790 MXN por persona
- Solo d...",mantener_brecha,brecha_accionable
LST La Santisima,2026-06-03,Cuál es el precio por quedarse hay ,No tengo información específica sobre el precio por noche para hospedarte en el hotel de La Santísima Trinidad. Los precios pueden variar según la temporada y la disponibilidad. Te recomiendo contactar directamente al ho...,descartar,dato_dinamico_comercial
LST La Santisima,2026-06-03,Quisiera saber los precios por noche ,No tengo información específica sobre los precios por noche en el hotel de La Santísima Trinidad. Te recomiendo contactar directamente al hotel para obtener tarifas actualizadas y disponibilidad. Puedes comunicarte al te...,descartar,respuesta_parcial_util
LST La Santisima,2026-06-03,pueden entrar perros al restaurante?,No tengo información confirmada sobre si se permite la entrada de perros al restaurante. Te sugiero contactar directamente al restaurante para que puedan darte una respuesta precisa. Puedes comunicarte al 473 134 1086 o ...,descartar,offtopic_no_brecha
LST La Santisima,2026-06-04,Cual es el precio de las habitaciones ,"No tengo información específica sobre los precios de las habitaciones del hotel. Te recomiendo contactar directamente al área de reservaciones para obtener la tarifa actualizada, ya que puede variar según temporada y dis...",descartar,dato_dinamico_comercial
LST La Santisima,2026-06-06,Precios hotel,"No tengo información confirmada sobre los precios por noche del hotel en La Santísima Trinidad. Los detalles sobre tarifas no aparecen en el documento oficial.

Te sugiero contactar directamente al hotel para cotizacione...",descartar,respuesta_parcial_util
LST La Santisima,2026-06-06,Cuanto cuesta por noche una suite?,No tengo información específica sobre el costo por noche de una suite en La Santísima Trinidad. Te recomiendo contactar directamente al hotel para conocer tarifas y disponibilidad actualizada. Puedes comunicarte al 473 1...,descartar,respuesta_parcial_util
LST La Santisima,2026-06-07,Precio del hospedaje?,No tengo información específica sobre el precio del hospedaje en el hotel de La Santísima Trinidad. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al hotel para obtene...,descartar,dato_dinamico_comercial
LST La Santisima,2026-06-07,Precio de hospedarse,No tengo información específica sobre el precio por noche para hospedarse en el hotel de La Santísima Trinidad. Los precios pueden variar según la temporada y la disponibilidad. Te recomiendo contactar directamente al ho...,descartar,dato_dinamico_comercial
LST La Santisima,2026-06-07,"La garantía de 2,500 que solicitan como funciona? ","No tengo información confirmada sobre una garantía de $2,500 ni detalles sobre cómo funciona ese depósito en La Santísima Trinidad. Te sugiero consultarlo directamente con el área comercial o en recepción para que te exp...",mantener_brecha,brecha_accionable
LST La Santisima,2026-06-07,Cuál es el precio de las habitaciones ,No tengo información específica sobre los precios de las habitaciones del hotel. Te sugiero contactar directamente al hotel para obtener tarifas actualizadas y disponibilidad. Puedes comunicarte al teléfono 473 134 1086 ...,descartar,respuesta_parcial_util
LST La Santisima,2026-06-07,Quiero comprar vino espumoso Sauvignon blanc,"Puedes comprar vino espumoso en La Santísima Trinidad directamente en sus tiendas, ubicadas en el lobby y en la vinícola. Ahí ofrecen vinos de la casa, incluyendo espumosos (aunque no se especifica si hay Sauvignon blanc...",descartar,respuesta_parcial_util
LST La Santisima,2026-06-07,Precio de habitaciones para dos personas entre semana ,No tengo información específica sobre los precios de las habitaciones para dos personas entre semana. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al hotel al 473 13...,descartar,dato_dinamico_comercial
LST La Santisima,2026-06-08,Costos de habitación ,No tengo información específica sobre los costos de las habitaciones del hotel en La Santísima Trinidad. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al hotel para o...,descartar,dato_dinamico_comercial
LST La Santisima,2026-06-08,"Buenas tardes, cual es el costo de suite con balcón",No tengo información confirmada sobre el costo específico de la suite con balcón. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al hotel para obtener la tarifa actual...,descartar,dato_dinamico_comercial
LST La Santisima,2026-06-08,Tienen comida maridaje mañana martes?,"No tengo información específica sobre una comida maridaje programada para mañana martes. Sin embargo, el restaurante de La Santísima Trinidad ofrece experiencias de cata con maridaje de vinos y platillos, disponibles en ...",descartar,respuesta_parcial_util
LST La Santisima,2026-06-09,Cuales son los precios de hospedaje,No tengo información específica sobre los precios de hospedaje en el hotel de La Santísima Trinidad. Te recomiendo contactar directamente al hotel para conocer tarifas y disponibilidad actualizada. Puedes comunicarte al ...,descartar,respuesta_parcial_util
LST La Santisima,2026-06-09,Costo de las habitaciones ,No tengo información específica sobre el costo de las habitaciones en La Santísima Trinidad. Los precios pueden variar según la temporada y disponibilidad. Te recomiendo contactar directamente al hotel para obtener la ta...,descartar,dato_dinamico_comercial
LST La Santisima,2026-05-13,tiene casas?,"No tengo información sobre casas en La Santísima Trinidad, solo sobre el hotel y sus habitaciones. Si buscas opciones residenciales, te sugiero contactar directamente al equipo comercial para que te orienten mejor. ¿Te g...",descartar,respuesta_parcial_util
WTC,2026-05-11,Cuando será la expo tu casa total 2026,"**World Trade Center Mexico City**

No cuento con información específica sobre las fechas de **Expo Tu Casa Total 2026** en este momento.  

Te recomiendo consultar directamente las fuentes oficiales de la expo o la cart...",mantener_brecha,brecha_accionable
WTC,2026-05-11,En donde esté Platzi ,"• Soy el asistente virtual del **World Trade Center Ciudad de México**.  
• Dentro del WTC CDMX hay varias oficinas y empresas; la ubicación específica de Platzi puede cambiar.  
• No cuento con esa información en este m...",descartar,respuesta_parcial_util
WTC,2026-05-11,El 16 de mayo hay uno llamado Platzi conf donde será ,"**World Trade Center Mexico City**

Platzi Conf no aparece en la cartelera del **Pepsi Center** para el 16 de mayo; es un evento propio de Platzi que normalmente se realiza en áreas de congresos/expos del complejo.

Lo m...",mantener_brecha,brecha_accionable
WTC,2026-05-11,¿Cuál es el costo de un local?,En el WTC CDMX hay distintos tipos de locales y el costo puede variar según características como tamaño y ubicación. No cuento con esa información en este momento; te recomiendo consultar directamente las opciones actual...,descartar,dato_dinamico_comercial
WTC,2026-05-12,En la nación del gato va a haber tarifa especial?,"**Estacionamiento WTC CDMX**

• Para el evento “La Nación del Gato” pueden existir **tarifas especiales o esquemas distintos** al de operación normal del estacionamiento.  
• Las tarifas en eventos son **dinámicas y pued...",descartar,respuesta_parcial_util
WTC,2026-05-12,Se pueden realizar visitas al edificio?,"**World Trade Center Mexico City**

No hay un programa general de “visitas guiadas” al edificio de oficinas como si fuera un museo, pero sí puedes visitarlo en estos casos:

• Acceso libre al centro comercial y Plaza de ...",descartar,respuesta_parcial_util
WTC,2026-05-12,Cuál es el costo del mirador? ,"**World Trade Center Mexico City**

No cuento con información actualizada sobre el costo del Mirador 360° en este momento.  

Te recomiendo:  
• Consultar directamente con Información General del WTC al 55 9000 6000  
• ...",mantener_brecha,brecha_accionable
WTC,2026-05-12,Donde se ubica el salón mexica,"**World Trade Center Mexico City**

No cuento con información interna de un espacio llamado exactamente “Salón Mexica” dentro del WTC CDMX.

Te sugiero:
- Verificar en tu invitación si dice “Centro de Convenciones WTC”, ...",mantener_brecha,brecha_accionable
WTC,2026-05-12,necesito el contacto para rentar una estructura para stand,"No cuento con esa información en este momento. Te recomiendo consultar directamente con el área comercial / ventas de WTC CDMX para la renta de estructuras y stands para exposiciones.  
Si también te interesa revisar esp...",descartar,dato_dinamico_comercial
WTC,2026-05-13,Cuál es el precio de una oficina de 44 metros en el piso 38 oficina de?,"En el WTC CDMX sí hay oficinas de distintos tamaños y niveles, pero no cuento con información específica de precios, metros exactos por oficina ni disponibilidad por piso. Te recomiendo consultar el listado oficial, dond...",descartar,respuesta_parcial_util
WTC,2026-05-13,"Quiero saber si todavía existe la licenciada de recursos humanos, la licenciada Erika Velasquez Cervantes ","Soy el asistente virtual del World Trade Center Ciudad de México.

No cuento con información sobre personas específicas (como la licenciada Erika Velázquez Cervantes) ni sobre el personal interno de las empresas que rent...",mantener_brecha,brecha_accionable
WTC,2026-05-13,Cómo no está registrado ,"Soy el asistente virtual del **World Trade Center Ciudad de México** y solo puedo ayudarte con lo relacionado al WTC CDMX.

Cuando te digo que **no está registrado** significa:

• Que **GRUPO ORO PAEZ, S.A. DE C.V.** no ...",revisar_manual,no_match_no_info_actual
WTC,2026-05-14,quiero saber como llegar a las oficinas y saber si hay una empresa llamada netec,"**World Trade Center Mexico City**

Sobre tus dos dudas:

1) **Cómo llegar a las oficinas (piso 9 de la torre)**  
• Entra por la explanada peatonal **Plaza de las Naciones** (frente a la fuente).  
• Dirígete al **Sky L...",revisar_manual,no_match_no_info_actual
WTC,2026-05-14,Fechas del evento del outlet de belleza,"**World Trade Center Mexico City**

No cuento con información específica sobre las fechas del “Outlet de Belleza” en este momento. Ese tipo de evento se organiza normalmente en el CIEC (Centro Internacional de Exposicion...",mantener_brecha,brecha_accionable
WTC,2026-05-14,Quisiera saber sobre el estacionamiento y los camiones que te llevan a la plaza de toros,"**Estacionamiento WTC CDMX**

• **Estacionamiento WTC**  
  - Abierto 24 horas, 365 días.  
  - Vehículos permitidos: hasta 2.10 m de altura y máximo 1.5 toneladas (no se permiten camiones, vehículos mayores a 2 ejes o d...",descartar,respuesta_parcial_util
WTC,2026-05-14,Me puedes conseguir el contacto del condomino de la oficina 04 del piso 42? la empresa se llama México Montecitos S.A de C.V ,"No aparece ningún registro con el nombre “México Montecitos S.A. de C.V.” en el piso 42 ni una oficina 04 en ese nivel (en el 42 solo están OF01, OF05 y OF06).

Te recomiendo:
• Verificar si el número de oficina es corre...",revisar_manual,no_match_no_info_actual
WTC,2026-05-14,10,"**World Trade Center Mexico City**

No cuento con información de una “oficina 10” o “piso 10” como número único dentro de la torre; en la torre las oficinas se identifican por número completo (ej. 1001, 1010, 1024, etc.)...",mantener_brecha,brecha_accionable
WTC,2026-05-15,Boletos sneaker feaver,"Soy el asistente virtual del **World Trade Center Ciudad de México**. Puedo orientarte solo en lo relacionado al WTC, pero no vendo boletos ni confirmo carteleras de terceros.

Sobre **Sneaker Fever** en el WTC CDMX:

• ...",revisar_manual,no_match_no_info_actual
WTC,2026-05-15,Cuál es el costo de los paquetes de internet?,"**World Trade Center Mexico City**

No cuento con información sobre los costos de los paquetes de internet dentro del WTC CDMX en este momento.

Te recomiendo consultar directamente con:
- **Administración / Mesa de Ayud...",mantener_brecha,brecha_accionable
WTC,2026-05-15,"Si paso después de las 9pm, podré recolectar mi paquete en el locker? ","**World Trade Center Mexico City**

No cuento con información sobre horarios de acceso específicos al locker (por ejemplo, después de las 21:00 hrs).

Te sugiero:
- Revisar en la app de Amazon el detalle de tu envío (ahí...",mantener_brecha,brecha_accionable
WTC,2026-05-15,Cuentan con guardarropa?,"**World Trade Center Mexico City**

No cuento con información de que exista un servicio general de guardarropa dentro del WTC CDMX como parte de las áreas comunes del complejo.

• En algunos eventos específicos (por ejem...",mantener_brecha,brecha_accionable
WTC,2026-05-15,Necesito el nombre de una clínica dental en el piso 9 donde saquen radiografía panorámica ,"**Professional Services at WTC CDMX**

En el piso 9 no hay registrada ninguna clínica ni consultorio dental:

• P09, OF28: **María Jesica Razo García** – giro: sin información  
• P09, OF39: **Grupo Copar Agente de Segur...",descartar,respuesta_parcial_util
WTC,2026-05-15,Hacen descuento a condóminos algunos establecimientos? Si si cuáles??,"**World Trade Center Mexico City**

No cuento con información sobre descuentos específicos para condóminos en establecimientos dentro del WTC CDMX.

Te recomiendo:

• Consultar directamente con la **Administración del WT...",mantener_brecha,brecha_accionable
WTC,2026-05-15,Por ejemplo en starbucks,"En el caso específico de **Starbucks WTC**:

• Starbucks maneja sus propias promociones y políticas de descuento.  
• No cuento con información sobre un descuento general para condóminos en esa sucursal.  
• Esta informa...",mantener_brecha,brecha_accionable
WTC,2026-05-16,"Tengo un evento el dia de hoy concierto en Plaza de toros, hay lugar de estacionamiento ","**Estacionamiento WTC CDMX**  
• El estacionamiento del WTC CDMX opera 24 horas, 365 días del año.  
• En días de evento en recintos cercanos (como Plaza de Toros) suele haber alta demanda y ocupación muy variable.  
• N...",descartar,respuesta_parcial_util
WTC,2026-05-17,"Hay alguna tarifa promocionar de estacionamiento, con transporte a la plaza de toros, para el dia de hoy?","**Estacionamiento WTC CDMX**

• No cuento con información sobre alguna tarifa promocional específica para hoy ni sobre transporte directo a la Plaza de Toros.  
• Las tarifas vigentes generales son las normales del estac...",descartar,respuesta_parcial_util
WTC,2026-05-17,Acepta pago con tag ?,"**Estacionamiento WTC CDMX**

• No cuento con información específica sobre si actualmente se acepta pago con TAG (TeleVía, IAVE, etc.).  
• El pago estándar es en cajeros automáticos dentro del estacionamiento (prepago a...",descartar,respuesta_parcial_util
WTC,2026-05-17,información sobre valores y disponibilidad de Salones de Exposición para el 2027,"**World Trade Center Mexico City**

No cuento con información específica y actualizada sobre valores (tarifas) ni disponibilidad de los Salones de Exposición para 2027.

Te recomiendo:

• Comunicarte directamente al Cent...",mantener_brecha,brecha_accionable
WTC,2026-05-17,Existe un descuento o preventa ,"En el **World Trade Center Ciudad de México** los descuentos y preventas dependen 100% del organizador del evento, no del WTC.  

• Puede haber preventa, códigos de descuento o precios especiales, pero los define cada or...",descartar,dato_dinamico_comercial
WTC,2026-05-20,Cuánto cuesta poner un stand en un salón del wtc,No cuento con información actualizada sobre costos para colocar un stand en los salones del WTC CDMX. Te recomiendo contactar directamente al área comercial o de eventos del WTC para cotizaciones y detalles específicos. ...,descartar,dato_dinamico_comercial
WTC,2026-05-21,Tienen tarifa especial para el estadio CDD,"**Estacionamiento WTC CDMX**

• No cuento con información de una tarifa especial específica para “estadio CDD” en el estacionamiento del WTC.  
• Para eventos, convenios o tarifas especiales (como estadios, recintos cerc...",descartar,respuesta_parcial_util
WTC,2026-05-23,Si voy a una expo cuál es el costo ,"**World Trade Center Mexico City**

El costo para asistir a una expo puede variar según:

• El evento específico (cada expo define sus tarifas de acceso)  
• Si eres visitante general, estudiante, profesional del sector,...",descartar,dato_dinamico_comercial
WTC,2026-05-24,Qué exposición hay ahorita ,"**World Trade Center Mexico City**

No cuento con información en tiempo real sobre la cartelera de exposiciones “ahorita”.

• Dentro del WTC, las exposiciones y ferias se realizan principalmente en el CIEC (Centro Intern...",mantener_brecha,brecha_accionable
WTC,2026-05-24,Cuándo es la Expo Canadá ,"**World Trade Center Mexico City**  

No cuento con información de fechas específicas de la Expo Canadá en este momento.  

Te recomiendo:  
• Consultar directamente la cartelera de eventos del CIEC WTC:  
<a href=""https...",mantener_brecha,brecha_accionable
WTC,2026-05-25,¿Qué días?,"**World Trade Center Mexico City**

Sobre los días de operación del mirador CETRO 360:

- Solo tengo confirmado el **horario de acceso**: 10:30 a 17:15 hrs (último acceso).  
- No cuento con información específica y actu...",mantener_brecha,brecha_accionable
WTC,2026-05-26,Me gustaría saber si hay oportunidad de trabajo en la administración del WTC ,"**World Trade Center Mexico City**

• Actualmente no tengo información sobre vacantes específicas en el área de Administración del WTC CDMX.  
• Para oportunidades laborales o envío de CV te recomiendo contactar directam...",descartar,respuesta_parcial_util
WTC,2026-05-27,¿Que precio tiene la pensión para motocicletas?,"**Estacionamiento WTC CDMX**

No cuento con información vigente de una pensión mensual específica para motocicletas (solo de pensiones para autos y del uso por estancia para motos).

Te recomiendo consultar directamente ...",descartar,respuesta_parcial_util
WTC,2026-05-28,Este sitio es seguro? https://estacionamientowtc.com.mx,"**Estacionamiento WTC CDMX**

• No cuento con información sobre la seguridad o autenticidad del sitio web que mencionas.  
• Te recomiendo verificar directamente con la Administración del Estacionamiento WTC antes de ing...",descartar,respuesta_parcial_util
WTC,2026-05-31,Costo para expo,"No cuento con esa información en este momento. Te recomiendo consultar directamente con el área comercial o de eventos del WTC CDMX para conocer costos y opciones de espacios para expo.  

<a href=""https://wtcmexico.mx/i...",descartar,dato_dinamico_comercial
WTC,2026-05-31,Quería saber si hay tiangis hoy en la tarde afuera ,"**World Trade Center Mexico City**

No cuento con información sobre tianguis o mercados ambulantes afuera del WTC CDMX en días específicos.  

Te recomiendo:  
• Verificar directamente en el entorno inmediato del WTC (Pl...",mantener_brecha,brecha_accionable
WTC,2026-05-31,La exposición de textiles que día será?,"**World Trade Center Mexico City**

No cuento con información sobre una “exposición de textiles” en específico ni sus fechas.

Te recomiendo:
• Verificar la cartelera de exposiciones del CIEC aquí:  
<a href=""https://www...",mantener_brecha,brecha_accionable
WTC,2026-06-01,"El estacionamiento se puede pagar con tarjeta, app o tag?","**Estacionamiento WTC CDMX**

• El pago normal se realiza en **cajeros automáticos** dentro del estacionamiento (efectivo y tarjetas bancarias, según disponibilidad del cajero).  
• No cuento con información oficial sobr...",descartar,respuesta_parcial_util
WTC,2026-06-03,si el boleto es del 29 de mayo aun lo puedo facturar,"**Estacionamiento WTC CDMX**

La vigencia para facturar boletos de estacionamiento es limitada y puede variar por periodo, pero un boleto del 29 de mayo ya es muy antiguo para el sistema de facturación en línea y normalm...",descartar,respuesta_parcial_util
WTC,2026-06-03,En el evento del 6 de junio de wapizima se permitirá la entrada a niños si ya está pagado su boleto ,"**World Trade Center Mexico City**

No cuento con información específica sobre las políticas de acceso para el evento de Wapizima del 6 de junio (por ejemplo, si permiten niños con boleto pagado o no).

Por ser un evento...",mantener_brecha,brecha_accionable
WTC,2026-06-04,Cuáles son los precios de las oficinas ,"En el WTC CDMX contamos con oficinas en renta y venta, pero no cuento con información de precios específica ni actualizada. Te recomiendo revisar el listado oficial donde podrás ver costos, metraje y características vige...",mantener_brecha,brecha_accionable
WTC,2026-06-07,Evento del día de hoy ,"**World Trade Center Mexico City**

Hoy, domingo 7 de junio de 2026, no aparece en la cartelera pública del **Pepsi Center WTC** ningún concierto o show programado específicamente para esta fecha.

• Próximos eventos cer...",mantener_brecha,brecha_accionable
